tax_id	taxonomy	type	name	kingdom	score	score_normalized	reads	unambiguous	reference_length
1	root	root	root	root	32788.00000000355	299.9999999999985	32788	32788	0
2	root|cellular_organisms|Bacteria	superkingdom	Bacteria	Bacteria	32784.18009194463	99.99999999999977	32785	32764	0
36866	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|unclassified_Enterobacteriaceae|unclassified_Enterobacteriaceae_(miscellaneous)	no_rank	unclassified_Enterobacteriaceae_(miscellaneous)	Bacteria	0.2804660883305385	8.55492153666766E-4	17	0	0
143361	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Filifactor|Filifactor_alocis	species	Filifactor_alocis	Bacteria	42.0	0.128110570043886	42	42	0
1179670	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus_sp._KBS0714	species	Micrococcus_sp._KBS0714	Bacteria	0.2	6.100503335423144E-4	2	0	2486353
1380368	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter_sp._UNC436CL71CviS28	species	Acinetobacter_sp._UNC436CL71CviS28	Bacteria	0.08	2.4402013341692577E-4	2	0	3226563
1581086	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._HMSC11C05	species	Streptococcus_sp._HMSC11C05	Bacteria	0.5085026278463431	0.001551060988624025	15	0	2057851
159749	root|cellular_organisms|Eukaryota|Stramenopiles|Bacillariophyta|Coscinodiscophyceae|Thalassiosirophycidae|Thalassiosirales|Thalassiosiraceae|Thalassiosira|Thalassiosira_oceanica	species	Thalassiosira_oceanica	Eukaryota	0.25	8.333333333333334	2	0	0
172042	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia_aeria	species	Rothia_aeria	Bacteria	1.0	0.003050251667711572	2	0	0
1581073	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus_sp._HMSC31B01	species	Micrococcus_sp._HMSC31B01	Bacteria	0.2	6.100503335423144E-4	2	0	2380458
172043	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas_nasdae	species	Brevundimonas_nasdae	Bacteria	0.4	0.0012201006670846289	4	0	3407832
1179672	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium_sp._KBS0721	species	Flavobacterium_sp._KBS0721	Bacteria	0.273109243697479	8.330519260556815E-4	4	0	5859120
237576	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium_sinus	species	Oribacterium_sinus	Bacteria	43.24999999999999	0.13192338462852546	99	11	0
1581075	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria_sp._HMSC31F04	species	Neisseria_sp._HMSC31F04	Bacteria	112.7665618347422	0.3439663932985225	677	0	2257660
888833	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_australis|Streptococcus_australis_ATCC_700641	no_rank	Streptococcus_australis_ATCC_700641	Bacteria	38.07097313137153	0.11612604928536846	845	0	2129953
712710	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella|Tannerella_sp._oral_taxon_HOT-286	species	Tannerella_sp._oral_taxon_HOT-286	Bacteria	105.0	0.32027642510971505	105	105	2973531
1581076	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._HMSC10A01	species	Streptococcus_sp._HMSC10A01	Bacteria	22.784034016056996	0.06949703775467503	617	0	2170492
1495066	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_capeferrum	species	Pseudomonas_capeferrum	Bacteria	0.13036687576951914	3.9765178023032306E-4	6	0	5940443
999425	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._F0442	species	Streptococcus_sp._F0442	Bacteria	37.822528540535636	0.11536823075783735	832	0	2231248
172044	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas_yabuuchiae	species	Sphingomonas_yabuuchiae	Bacteria	6.427631578947367	0.019605893943119772	54	0	3909164
999424	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._F0441	species	Streptococcus_sp._F0441	Bacteria	55.62616959287323	0.1696738165690683	2434	0	2000650
20	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	genus	Phenylobacterium	Bacteria	0.5	0.0015251258338557856	2	0	0
561180	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_gallicum|Bifidobacterium_gallicum_DSM_20093_=_LMG_11596	no_rank	Bifidobacterium_gallicum_DSM_20093_=_LMG_11596	Bacteria	0.2	6.100503335423144E-4	2	0	2004594
1380352	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium_sp._URHA0013	species	Bradyrhizobium_sp._URHA0013	Bacteria	0.5349817388134981	0.001631828941011109	19	0	7193102
1380355	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium_sp._URHD0069	species	Bradyrhizobium_sp._URHD0069	Bacteria	0.5349817388134981	0.001631828941011109	19	0	6793945
1208324	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter_indicus	species	Celeribacter_indicus	Bacteria	47.73452103452103	0.14560230239296088	202	1	4969388
196635	root|cellular_organisms|Eukaryota|Stramenopiles|Bacillariophyta|Bacillariophyceae|Eunotiophycidae|Eunotiales	order	Eunotiales	Eukaryota	0.41666666666666663	13.88888888888889	3	0	0
