	tax_id	taxonomy	type	name	kingdom	score	score_normalized	reads	unambiguous	reference_length	new_score	new_score_normalized	flagstat
0	1	root	root	root	root	31332.99999999688	299.999999999998	31333	31333	0	0.0	0.0	71746
1	2	root|cellular_organisms|Bacteria	superkingdom	Bacteria	Bacteria	31143.195392003232	99.99999999999912	31144	31123	0	0.0	0.0	71746
2	1720344	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter_sp._AntiMn-1	species	Psychrobacter_sp._AntiMn-1	Bacteria	0.75	0.0024082307244313	2	0	3138120	1.0453544448470995e-05	0.0023936424855583566	71746
3	131079	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Limnobacter	genus	Limnobacter	Bacteria	0.9	0.0028898768693176	4	0	0	1.2544253338165195e-05	0.0030286517814620026	71746
4	1581086	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._HMSC11C05	species	Streptococcus_sp._HMSC11C05	Bacteria	0.125	0.0004013717874052316	3	0	2057851	1.742257408078499e-06	0.000398940414259726	71746
5	6	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Azorhizobium	genus	Azorhizobium	Bacteria	0.25	0.0008027435748104632	1	0	0	3.484514816156998e-06	0.0008412921615172228	71746
6	7	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Azorhizobium|Azorhizobium_caulinodans	species	Azorhizobium_caulinodans	Bacteria	0.25	0.0008027435748104632	1	0	0	3.484514816156998e-06	0.000797880828519452	71746
7	172043	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas_nasdae	species	Brevundimonas_nasdae	Bacteria	0.8	0.0025687794393934	8	0	3407832	1.1150447411702395e-05	0.0025532186512622467	71746
8	1179672	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium_sp._KBS0721	species	Flavobacterium_sp._KBS0721	Bacteria	2.664863410172335	0.0085568079210533	47	0	5859120	3.714302414312066e-05	0.008504973702397901	71746
9	237576	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium_sinus	species	Oribacterium_sinus	Bacteria	6.333333333333333	0.020336170561865	17	0	0	8.827437534264396e-05	0.02021298098915945	71746
10	1581075	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria_sp._HMSC31F04	species	Neisseria_sp._HMSC31F04	Bacteria	4.41080586080586	0.0141629842579929	31	0	2257660	6.147807349268057e-05	0.014077189738632938	71746
11	712710	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella|Tannerella_sp._oral_taxon_HOT-286	species	Tannerella_sp._oral_taxon_HOT-286	Bacteria	9.0	0.0288987686931766	9	9	2973531	0.00012544253338165194	0.028723709826700274	71746
12	1581076	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._HMSC10A01	species	Streptococcus_sp._HMSC10A01	Bacteria	4.757130637648531	0.0152750242156254	209	0	2170492	6.630516875712279e-05	0.01518249333816912	71746
13	1335321	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium_avium_complex_(MAC)|Mycobacterium_sp._MAC_011194_8550	species	Mycobacterium_sp._MAC_011194_8550	Bacteria	0.0109289617486338	3.5092615292260686e-05	2	0	5393830	1.523285165533103e-07	3.488003621942934e-05	71746
14	999425	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._F0442	species	Streptococcus_sp._F0442	Bacteria	2.3348362018419846	0.007497099037054	69	0	2231248	3.254308535447251e-05	0.007451684172731574	71746
15	172044	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas_yabuuchiae	species	Sphingomonas_yabuuchiae	Bacteria	6.729166666666666	0.0216071812219816	59	0	3909164	9.37915238015592e-05	0.021476292300981917	71746
16	172045	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia_miricola	species	Elizabethkingia_miricola	Bacteria	0.8453102453102453	0.002714269472577	8	0	4578109	1.1781984296131427e-05	0.0026978273555364795	71746
17	999424	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp._F0441	species	Streptococcus_sp._F0441	Bacteria	102.28206640386333	0.3284250864961536	4468	0	2000650	0.0014256135032456629	0.32643559953998436	71746
18	196627	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium_glutamicum|Corynebacterium_glutamicum_ATCC_13032	no_rank	Corynebacterium_glutamicum_ATCC_13032	Bacteria	0.9357142857142856	0.003004554522862	7	0	3309401	0.0	0.0	71746
19	65555	root|cellular_organisms|Bacteria|Proteobacteria|delta/epsilon_subdivisions|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfocapsa|Desulfocapsa_sulfexigens	species	Desulfocapsa_sulfexigens	Bacteria	1.0	0.0032109742992418	2	0	0	1.3938059264627993e-05	0.003191523314077808	71746
20	18	root|cellular_organisms|Bacteria|Proteobacteria|delta/epsilon_subdivisions|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter	genus	Pelobacter	Bacteria	0.5	0.0016054871496209	1	0	0	6.969029632313996e-06	0.0016825843230344455	71746
21	20	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	genus	Phenylobacterium	Bacteria	18.5	0.0594030245359742	37	0	0	0.00025785409639561785	0.06225561995227448	71746
22	1310720	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter_calcoaceticus/baumannii_complex|Acinetobacter_sp._478810	species	Acinetobacter_sp._478810	Bacteria	0.3683976355028986	0.0011829153395012	20	0	4125310	5.1347480765882225e-06	0.0011757496425586396	71746
23	1310723	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter_calcoaceticus/baumannii_complex|Acinetobacter_sp._1564232	species	Acinetobacter_sp._1564232	Bacteria	0.3683976355028986	0.0011829153395012	20	0	3904739	5.1347480765882225e-06	0.0011757496425586396	71746
24	196635	root|cellular_organisms|Eukaryota|Stramenopiles|Bacillariophyta|Bacillariophyceae|Eunotiophycidae|Eunotiales	order	Eunotiales	Eukaryota	2.253968253968254	1.1925757957503988	13	0	0	0.0	0.0	71746
25	1089544	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis_benzoatilytica|Amycolatopsis_benzoatilytica_AK_16/65	no_rank	Amycolatopsis_benzoatilytica_AK_16/65	Bacteria	18.7	0.0600452193958226	60	0	8704271	0.0	0.0	71746
26	1089545	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis_balhimycina|Amycolatopsis_balhimycina_FH_1894	no_rank	Amycolatopsis_balhimycina_FH_1894	Bacteria	7.700000000000001	0.0247245021041622	33	0	10858503	0.0	0.0	71746
27	196634	root|cellular_organisms|Eukaryota|Stramenopiles|Bacillariophyta|Bacillariophyceae|Eunotiophycidae	no_rank	Eunotiophycidae	Eukaryota	2.253968253968254	1.1925757957503988	13	0	0	0.0	0.0	71746
28	1310734	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter_calcoaceticus/baumannii_complex|Acinetobacter_sp._216872	species	Acinetobacter_sp._216872	Bacteria	0.3683976355028986	0.0011829153395012	20	0	4171514	5.1347480765882225e-06	0.0011757496425586396	71746
29	81947	root|cellular_organisms|Bacteria|Terrabacteria_group|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Vagococcus|Vagococcus_lutrae	species	Vagococcus_lutrae	Bacteria	19.474553224553222	0.0625322898932579	93	0	0	0.000271437476995975	0.06215349064741077	71746
