name	type	kingdom	P156T_rna	P160T_rna	P180T_rna	P193T_rna	P198T_rna	P223T_rna	P229T_rna	P268T_rna	P270T_rna	P303T_rna	P368T_rna
Lampropedia	genus	Bacteria	0.001571140670831	0.0100306430355528	0.0063459690371647	0.002281242375441	0.0	0.0020693028285357	0.0004169519637529	0.0076593239368439	0.0002923032166922	0.0	0.0
Lawsonella	genus	Bacteria	0.0	0.0878022651780677	0.0709296704094732	0.1269406375890832	0.0	0.0073716496860437	0.0156356986407369	0.0928643420322016	0.2241965672029385	0.007670960004459	0.1447022517809623
Legionella	genus	Bacteria	0.0738318232587197	0.0	0.0073161722974806	0.0063470318794541	0.0079678920897576	0.00904702461469	0.0163988696458205	0.0	0.0	0.0	0.0222330337173715
Leifsonia	genus	Bacteria	0.0106039046319522	0.3195016705282021	0.1360730747767597	0.1604662832535591	0.0	0.1653284039362386	0.1879373269411133	0.990746007999483	0.6009872171258879	0.0193600419160158	0.1707384460556043
Leisingera	genus	Bacteria	2.360558981016005	0.5820655111840709	0.6071333426372563	0.6509425127126659	0.5013093366835407	0.1382851039666321	0.4817132081410873	0.3397534978408764	0.9549662284567872	0.0826578935230181	0.8476572090934785
Lelliottia	genus	Bacteria	0.0	0.0002001191229129	0.0036879905813093	0.0019192337892186	0.0	0.002954838673881	0.0002605949773456	0.0071829703706311	0.0015314038353899	0.0015049661820139	0.0078808844016868
Lentibacillus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002556986668153	0.0
Lentzea	genus	Bacteria	0.0	0.0	0.000841743632773	0.0	0.0005691351492684	0.00012709740838	0.0001042379909382	0.0003869347584675	0.0	0.0	0.0
Leptocylindrus	genus	Eukaryota	0.0	0.0050856661826391	0.0	0.0	0.0	0.0	0.0005211899546912	0.0	0.0	0.0	0.0
Leptothrix	genus	Bacteria	0.0067489923201684	0.0284469834050145	0.0054615216157852	0.0167980977816402	0.0014241589229445	0.0055149492979009	0.0023207804873833	0.0025429428912761	0.0169245872632719	0.0001180147692993	0.0212563555068556
Leptotrichia	genus	Bacteria	0.0	0.1170696869040904	0.5255243762156426	0.3078310461535267	1.3306379789895353	0.2764368632266416	0.0969413315725691	0.1052462543031619	0.1937970326669468	0.4142318402407909	0.0
Leucobacter	genus	Bacteria	0.0	0.0	0.0002686729939752	0.0001350432314777	0.0	0.0	0.0	0.0003439420075266	0.0004784989695743	0.0	0.0
Leuconostoc	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092864342032201	0.0	0.0	0.0
Libanicoccus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0538426983371022
Limnobacter	genus	Bacteria	0.0	0.0	0.0045137062987846	0.0002441166107482	0.0	0.0009214562107554	0.0	0.0061909561354801	0.0002923032166922	0.0	0.003028651781462
Limnohabitans	genus	Bacteria	0.0898219846326952	0.3988937642434947	0.1227124380566715	0.2285843526535044	0.0338967724409245	0.0987472773793337	0.0780633805500046	0.0378451809996109	0.2553406309359995	0.00686452574758	0.3905774250398388
Listeria	genus	Bacteria	0.0	0.0	0.0002930978116093	0.0	0.0003319955037399	0.0	0.0	0.0	0.0	0.0	0.0
Lithodesmium	genus	Eukaryota	0.0	0.0011923764406898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Loktanella	genus	Bacteria	0.0	0.0111494939908657	0.0005861956232187	0.0075106543906874	0.0	0.0005759101317221	0.0053275646972849	0.003405025874514	0.0100887898065102	0.0011157760006485	0.0
Lonsdalea	genus	Bacteria	0.0	0.0	0.0	0.0003022396133073	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luminiphilus	genus	Bacteria	0.0	0.0035771293220694	0.0077377822264879	0.0019041095638362	0.0	0.0	0.0016678078550119	0.0	0.0	0.0	0.0
Luteibacter	genus	Bacteria	0.0191903610508649	0.0065038714946716	0.0102095737710605	0.0	0.0	0.0036858248430218	0.0059936844789491	0.0006516795932084	0.0	0.0	0.0
Luteimonas	genus	Bacteria	0.0340091492124689	0.0168813723354346	0.0344988281413304	0.0058181125561663	0.0037183496418869	0.0469860306616949	0.0239968219503991	0.0299484042337056	0.0	0.002556986668153	0.004187765426219
Luteipulveratus	genus	Bacteria	0.0	0.0154234666873642	0.0038995965982697	0.0179605890207887	0.0	0.0016381443746763	0.0212124311559331	0.0294070416435305	0.0569719848134343	0.0030683840017836	0.0
Lutibacter	genus	Bacteria	0.0	0.0325193574733584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lyngbya	genus	Bacteria	0.0	0.0	0.0032240759277033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysinibacillus	genus	Bacteria	0.0	0.0	0.0	0.0002644596616439	0.0	0.0	0.0004467342468781	0.0	0.0003454492560908	0.0	0.0026921349168551
Lysinimicrobium	genus	Bacteria	0.0	0.0	0.0	0.000453359419961	0.0	0.0	8.686499244853843e-05	0.0	0.0007738751939602	0.0	0.0010981902341483
Lysobacter	genus	Bacteria	0.1366192106781803	0.0323758897197995	0.0397289147097222	0.0042313545863027	0.0149619307018783	0.0859484741333076	0.1201959042348765	0.0481982014169769	0.0	0.0	0.0031408240696642
Malonomonas	genus	Bacteria	0.0	0.0032519357473358	0.0	0.0	0.0	0.0	0.0	0.0	0.0015199767267995	0.0	0.0
Mameliella	genus	Bacteria	0.0	0.0	0.000439646717414	0.0005289193232878	0.0	0.0005759101317221	0.0	0.002373199851934	0.0052525002212388	0.0007670960004459	0.0
Mangrovibacter	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3318501446226646e-05
Mannheimia	genus	Bacteria	0.0391270139203745	0.0975129066458067	0.0472864469396488	0.0445350070208366	0.055210852271946	0.2813907873311319	0.249683493365616	0.0957166039660478	0.1260404510776487	0.2574702932925233	0.0826269087204415
Maribacter	genus	Bacteria	0.0	0.0032519357473358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Maribius	genus	Bacteria	0.0	0.0016621004930827	0.0	0.0	0.0	0.0	0.0	0.00154773903387	0.0045599301803987	0.0	0.0
Marichromatium	genus	Bacteria	0.0	0.0173436573191245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinovum	genus	Bacteria	0.0	0.0002322811248097	0.000439646717414	0.0	0.0	0.0005759101317221	9.197469788668784e-05	0.000309547806774	0.0008403455559456	0.0	0.0
Maritimibacter	genus	Bacteria	0.0	0.0007226523882968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marivita	genus	Bacteria	0.0	0.0004645622496194	0.0	0.0	0.0	0.0	0.0002605949773456	0.0	0.0	0.0	0.0
Marivivens	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001727246280454	0.0	0.0
Marmoricola	genus	Bacteria	0.0	0.0120592617297037	0.0179156037346241	0.0063470318794541	0.0137949604257288	0.0051743310296268	0.0031271397281473	0.0147457318863253	0.0117452747070876	0.0	0.0
Martelella	genus	Bacteria	0.0	0.0016312469901408	0.0	0.0011900684773976	0.0	0.0015827460263413	0.0130371900634611	0.000213481246051	0.0515760326352938	0.0	0.0318414935530487
Marvinbryantia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013460674584275
Massilia	genus	Bacteria	0.0244677103398527	0.1845368315248862	0.1091261396417668	0.0357549462542584	0.0555760473260599	0.0418096973165604	0.6611411986182131	0.1159393073786474	0.4261399281284217	0.0265926613487915	0.0036269039852075
Melissococcus	genus	Bacteria	0.0	0.0003705909683573	7.863599823666647e-05	0.0009857132843091	0.0	0.0	0.0	0.000206365204516	0.0002620649528964	0.0006648165337197	0.0
Mesorhizobium	genus	Bacteria	0.0540985416291048	0.0184508640140507	0.034876662622983	0.0445755756887239	0.0010261679206506	0.03103113486887	0.0165513064263998	0.0291495405465966	0.0084108861953143	0.0	0.0176858307732287
Metarhizium	genus	Fungi	0.0	0.0072007148691007	0.0	0.0	0.011781097589856	0.0	0.0	0.0	0.0	0.0	0.0
Methanobrevibacter	genus	Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylibium	genus	Bacteria	0.0138494564544553	0.071684931360066	0.0538346808376174	0.0716878912347964	0.0072768840084836	0.0328127388966539	0.0174307990076353	0.0540949707221149	0.0488523419815459	0.0010031255390446	0.1467491226420431
Methylobacillus	genus	Bacteria	0.0	0.0	0.000379303050318	0.176606162045812	0.0	0.0	0.0	0.0011585414990372	0.0056999127254984	0.0	0.0
Methylobacterium	genus	Bacteria	3.382301135214959	1.4743734689129508	0.2410582951581454	0.2126255679617141	0.4501859030713094	0.4534793165197923	3.4306443481003	1.7360472829908868	0.6943410865819258	0.1679392315261937	0.5115056342024706
Methylocapsa	genus	Bacteria	0.0023987951313581	0.0016517768875356	0.0009211645507723	0.0	0.0	0.0036858248430218	0.0031271397281473	3.729491647879574e-05	0.0	0.0	0.0022434457640459
Methyloceanibacter	genus	Bacteria	0.0	0.0206378259982439	0.0016120379638516	0.0	0.0	0.0038701160851729	0.006775469410986	0.0	0.0	0.0	0.0
Methylocella	genus	Bacteria	0.0023987951313581	0.0007226523882968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylocystis	genus	Bacteria	0.0	0.0047695057627592	0.0080601898192583	0.0	0.0	0.0014743299372087	0.0	0.0	0.0	0.0	0.0
Methyloferula	genus	Bacteria	0.0023987951313581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022434457640459
Methyloligella	genus	Bacteria	0.0	0.0010839785824452	0.0	0.0	0.0	0.0007371649686043	0.0	0.0	0.0	0.0	0.0
Methylophilus	genus	Bacteria	0.0	0.0044520548921859	0.0018965152515901	0.0	0.0059759190673182	0.0023548325385973	0.0	0.0004422111525342	0.0002533294544665	0.0	0.0
Methylopila	genus	Bacteria	0.0	0.0845503294307319	0.0064481518554066	0.0063470318794541	0.0	0.0	0.0187628383688843	7.458983295759148e-05	0.0	0.0	0.0
Methylosinus	genus	Bacteria	0.0	0.0026015485978686	0.0024180569457774	0.0	0.0	0.0044229898116262	0.0	0.0	0.0	0.0	0.0
Methylotenera	genus	Bacteria	0.0	0.002322811248097	0.0013275606761131	0.0	0.0019919730224394	0.0015357603512591	0.0	0.0	0.0	0.0	0.0611338970702515
Methyloversatilis	genus	Bacteria	0.0	0.00874806451591	0.0066093556517918	0.0016844046141628	0.0	0.002209683689674	0.0030402747356988	0.00309547806774	0.0065704387421071	0.0	0.0683449727403991
Methylovorus	genus	Bacteria	0.0	0.0	0.0	0.0454870618027548	0.0	0.0	0.0	0.0001629198983021	0.0	0.0	0.0
Microbacterium	genus	Bacteria	0.0014761816192973	0.0383251101865672	0.0151620713558582	0.0214543535726427	0.006360788940672	0.0112264081677041	0.0749661108286119	0.0960963198543439	0.0678339682448695	0.0038354800022295	0.0115838427029077
Micrococcus	genus	Bacteria	0.0	0.046343650118557	0.0843291253635493	0.0253881275178166	0.0092717289771725	0.0026805998858341	0.0025348784159982	0.0119691818619282	0.2465307473765326	0.0061367680035672	0.0
Microcoleus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0094998545424973	0.0	0.0
Micromonospora	genus	Bacteria	0.0	0.0063180465948239	0.0204863157906148	0.0	0.0038985757724885	0.0249772261132197	0.0040354993634663	0.0094881092894517	0.0026239598231066	0.0	0.0002926233605277
Microterricola	genus	Bacteria	0.0	0.0003423090260353	0.0002686729939752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microvirga	genus	Bacteria	0.0671662636780271	0.0065038714946716	0.0070343474786254	0.0063470318794541	0.0	0.0516015478023064	0.0394500704166286	0.0123819122709602	0.0189997090849947	0.0	0.0
Mitsuaria	genus	Bacteria	0.0143977524844801	0.0329873264758915	0.0216812888796792	0.0450332003650135	0.0045995282376975	0.0166556571874345	0.007737604373544	0.0082017153542679	0.040538516791058	0.0010031255390446	0.0584121599280615
Mitsuokella	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mizugakiibacter	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0010423799093824	0.0	0.0	0.0	0.0
Mobiluncus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033651686460688
Modestobacter	genus	Bacteria	0.0	0.0	0.0064481518554066	0.0138480695551727	0.0487369399490179	0.0	0.0020847598187649	0.0100603037201551	0.0033332822956131	0.0	0.0
Mogibacterium	genus	Bacteria	0.0	0.0065038714946716	0.0773778222648799	0.4252511359234286	0.023903676269273	0.2580077390115322	0.0656699342910952	0.1176281665741221	0.0341994763529906	0.0115064400066886	0.0067303372921377
Monashia	genus	Bacteria	0.0	0.0038814771548329	0.0093102573538641	0.0	0.0	0.0158742490461429	0.0041695196375298	0.0031880778389972	0.0065865658161315	0.0	0.0
Moraxella	genus	Bacteria	0.0	0.8747707160333422	0.2966149853487063	0.396689492465885	0.3585551440390964	0.5786745003544367	11.376534331000212	1.0710354114380596	2.941154966357193	0.3260158001895114	0.5283314774328159
Morganella	genus	Bacteria	0.4989493873224875	0.0	0.0193444555662199	0.0158675796986354	0.0039839460448788	3.4987253533713494	0.0594156548348004	0.0433366929483607	0.0303995345359916	0.0575322000334431	0.0168258432303444
Morococcus	genus	Bacteria	0.0	0.0155698136113216	0.0239700773899241	0.1904083832272624	0.086018815397752	0.0044877536935319	0.02388546198685	0.0870943661129716	0.027257767966842	0.0812485774850634	0.0048238003947849
Mucilaginibacter	genus	Bacteria	0.0	0.0004645622496194	0.0016120379638516	0.0	0.0	0.0	0.0077777577853922	0.0	0.0	0.0	0.0
Mycetocola	genus	Bacteria	0.001451578592309	0.0041399305479597	0.0008206852196921	0.0020032355622166	0.0	0.0017501761233772	0.0055992865156212	0.0163957188140462	0.0074801885711548	0.0	0.0009239660691819
Mycobacterium	genus	Bacteria	0.0403724946178457	0.7688740654020007	0.5160149764237618	0.2031854634803689	0.512704329624732	0.2514357632026504	0.665241690665111	0.8116300686588198	0.487194497527377	0.2325885744186094	0.6052646568573289
Mycoplasma	genus	Bacteria	0.0	0.1853603375981431	1.2831822192259266	0.2253196317206226	0.4382340649366733	1.2163221981972252	0.0312713972814739	0.0866733858967215	0.4141936580528857	0.0613676800356727	0.0706685415674467
Myroides	genus	Bacteria	0.0	0.0065038714946716	0.0064481518554066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myxococcus	genus	Bacteria	0.0	0.0026015485978686	0.0010746919759011	0.0	0.0	0.0	0.0062542794562947	0.0	0.0	0.0	0.0
Myxosarcina	genus	Bacteria	0.0	0.0081298393683396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nakamurella	genus	Bacteria	0.0	0.0	0.0001343364969876	0.0	0.0	0.0	0.0001042379909382	0.0	0.0	0.0	0.0269213491685511
Nannochloropsis	genus	Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0437471923988955
Natronohydrobacter	genus	Bacteria	0.0	0.0007226523882968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nautella	genus	Bacteria	0.0	0.0017584541448556	0.0	0.0	0.0	0.0	0.0003908924660184	0.0	0.0	0.0	0.0
Nectria	genus	Fungi	0.0	0.0040262061633681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neglecta	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138548725253308
Neisseria	genus	Bacteria	0.0	1.8834065779186404	1.6240132221051806	13.81099025063677	6.606911360591478	0.6369997117721905	4.1710790285375445	3.6100562767689386	1.9883276249353008	9.717152030671844	2.401956525567535
Neomicrococcus	genus	Bacteria	0.0	0.0036855271803139	0.0	0.0	0.00690550647779	0.0	0.0	0.0	0.0	0.0	0.0
Neorhizobium	genus	Bacteria	0.0006853700375308	0.0066717398105053	0.000189651525159	0.0	0.0	0.0008824551820723	0.0136997362477625	0.0008952234395414	0.0024289325590388	9.35482927373059e-05	0.0026525402505817
Neptuniibacter	genus	Bacteria	0.0	0.0065038714946716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nesterenkonia	genus	Bacteria	0.0	0.0	0.0	0.0023080115925287	0.0144444902394677	0.0	0.0008934684937563	0.0007143410925553	0.0147813212941001	0.0	0.0
Niabella	genus	Bacteria	0.0095951805254324	0.0205955930664603	0.0381515651444893	0.0	0.0079678920897576	0.0479157229592845	0.0218899780970317	0.0134137382935402	0.0068398952705981	0.0	0.0197423227236041
Niastella	genus	Bacteria	0.0	0.0130077429893433	0.0	0.0	0.0	0.0	0.0	0.0061909561354801	0.0	0.0	0.0
Nioella	genus	Bacteria	1.0138845272133976	0.2350973196487625	0.2116328816161142	0.2829792927058157	0.1871774021371094	0.0651887668764088	0.1762938845002158	0.1368899383679354	0.3982724956687354	0.0429757253631989	0.3372733631414967
Nissabacter	genus	Bacteria	0.0	0.0	0.0	0.0003022396133073	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitratireductor	genus	Bacteria	0.4766202232116299	0.0990465441259824	0.1284263710784757	0.1176423966721013	0.1135090227601302	0.0352184573195015	0.1155444081862876	0.0676789591285938	0.2015588814612098	0.0205287585247537	0.1487501567043171
Nitriliruptor	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrobacter	genus	Bacteria	0.087317735930612	0.0096200810807749	0.0094710680711656	0.0057493847410108	0.0110383441240535	0.0092983145518356	0.0040621918600401	0.0078844162131628	0.0221632351422558	0.0033427657196014	0.08467910398596
Nitrosomonas	genus	Bacteria	0.0	0.0	0.000230291137693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrososphaera	genus	Archaea	0.0	0.0227635502313509	0.0	0.0761643825534499	0.0	0.0	0.0062542794562947	0.0	0.0113998254509968	0.0	0.0
Nitrosospira	genus	Bacteria	0.0	0.0014651578641842	0.0144699598183827	0.0217426527973096	0.0	0.0	0.0	0.00103182602258	0.0088396524496235	0.0	0.0
Nitrosovibrio	genus	Bacteria	0.0	0.0	0.00211100209552	0.0002441166107482	0.0	0.0	0.0	0.0	0.0017679304899247	0.0	0.0
Nitrospira	genus	Bacteria	0.0	0.0065038714946716	0.0064481518554066	0.0	0.0	0.0073716496860437	0.0093814191844421	0.0154773903387002	0.0	0.0	0.0
Nocardioides	genus	Bacteria	0.0	0.02497667317051	0.0140320577307997	0.0	0.0250156787916898	0.0260165679197404	0.0122479639352439	0.0333346806983123	0.0013817970243632	0.0	0.0
Noviherbaspirillum	genus	Bacteria	0.0	0.0006569567166335	0.0075228438313077	0.0	0.0047785321844992	0.0070644976157919	0.0036483296828386	0.0021195426213831	0.0106282842963835	0.002496106033197	0.003028651781462
Novosphingobium	genus	Bacteria	0.0415791156102072	0.0677478275731513	0.1338939767622676	0.0513180639894886	0.023903676269273	0.0221149490581313	0.5219516938557803	0.0402162009164369	0.0261245999918678	0.007670960004459	0.1207609371242139
Oblitimonas	genus	Bacteria	0.0	0.0003613261941484	0.0	0.003173515939727	0.0	0.0	0.0	0.0	0.0	0.0	0.0260800570070339
Oceanicola	genus	Bacteria	0.5910061816194979	0.1544780023304238	0.1211471901962474	0.1701436723757939	0.1184114597839117	0.0379026677508167	0.1124110217028655	0.0782462093497512	0.2437752756829006	0.0234114565899215	0.1986071701719043
Oceaniovalibus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	9.197469788668784e-05	0.0	0.0	0.0	0.0
Oceanivirga	genus	Bacteria	0.0	0.0	0.0006448151855406	0.0361780817128887	0.003187156835903	0.050864382833702	0.0006254279456294	0.001857286840644	0.0007599883633997	0.0	0.0
Oceanobacillus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ochrobactrum	genus	Bacteria	0.0842121386845096	0.0611614728356325	0.0041350033724308	0.0079288864055562	0.0053401829963269	0.0114950352707545	0.030520630802731	0.0407715388155727	0.0319555534039608	0.002810176090561	0.0155370084151549
Octadecabacter	genus	Bacteria	0.0	0.0021800013713621	0.0	0.0	0.0	0.0	0.0005863386990276	0.0	0.0	0.0	0.0
Odontella	genus	Eukaryota	0.0	0.2801223553067465	0.0045137062987846	0.0012694063758908	0.0	0.0	0.0138884713640577	0.0	0.0120648152689716	0.0015981166675956	0.0222234669078882
Olegusella	genus	Bacteria	0.0	0.0	0.0021493839518022	0.0021156772931513	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oligotropha	genus	Bacteria	0.0013659098991631	0.0002256290747873	0.0002476403871527	0.0004296867362229	4.918451907257808e-05	0.0003802195754884	3.860666331046138e-05	0.0002120293288463	0.0004670183846892	0.0	0.0019794828985808
Olleya	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olsenella	genus	Bacteria	0.105546985779757	0.0097558072420075	0.0193444555662199	0.0	0.0	0.0073716496860437	0.0	0.0092864342032201	0.0	0.0	0.0
Oribacterium	genus	Bacteria	0.0191903610508649	0.0422751647153659	0.1547556445297598	0.0507762550356332	0.5218969318791292	0.0552873726453283	0.0343985370096213	0.6098091793447912	0.0721988945229801	0.4449156802586274	0.0773988788595845
Ornithinimicrobium	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167197439947954	0.0	0.0
Orrella	genus	Bacteria	0.0	0.000366289466046	0.0024267859298149	0.0003340543094449	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillatoria	genus	Bacteria	0.0	0.0	0.0064481518554066	0.0	0.0	0.0	0.0	0.0	0.0094998545424973	0.0	0.0
Oscillibacter	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0740337102135156
Ottowia	genus	Bacteria	0.0	0.0073718018594561	0.0077935729406364	0.1415884921099783	0.0049704469702774	0.0076210943976422	0.0075809587659953	0.0055817814738922	0.0102538112522194	0.0161942488983025	0.0009614767560196
Oxalobacter	genus	Bacteria	0.0	0.0003613261941484	0.0037614219156538	0.0	0.0	0.0054775452528241	0.0015635698640736	0.000881351394287	0.0002302995040605	0.0008523288893843	0.0
Paenarthrobacter	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0008528562894947	0.0	0.0	0.0	0.002753319801329
Paenibacillus	genus	Bacteria	0.0	0.0065038714946716	0.0128963037108133	0.0126940637589083	0.0	0.0184291242151094	0.0066116668537973	0.0121884448917264	0.0005428488309998	0.0	0.0
Paeniglutamicibacter	genus	Bacteria	0.0	8.129839368339611e-05	0.0	0.0	0.0	0.0004704276444383	0.0001645863014814	0.0004846866974487	0.0	0.0	0.0
Paenirhodobacter	genus	Bacteria	0.0	0.0	0.0003582306586337	0.0005289193232878	0.0	0.0038394008781478	0.0	0.000257956505645	0.0008060482642118	0.0007670960004459	0.0037016855106757
Paenisporosarcina	genus	Bacteria	0.0	0.0	0.0005373459879505	0.0	0.0	0.0	0.006775469410986	0.0	0.0	0.0	0.0
Paludibacter	genus	Bacteria	0.0	0.0747945221887244	0.0064481518554066	0.0	0.0	0.0184291242151094	0.0031271397281473	0.0	0.0	0.0	0.0336516864606889
Paludisphaera	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0062542794562947	0.0	0.0	0.0	0.0
Pandoraea	genus	Bacteria	0.0177141794315676	0.0001711545130176	0.0055135619189702	0.0002937307777643	0.0001048406853915	0.003079067436431	0.0010423799093824	0.0267374070498077	0.0002287447394761	0.0	0.0017013975255063
Pannonibacter	genus	Bacteria	0.0	0.0053922068791682	0.0009211645507723	0.0007933789849317	0.0	0.0	0.0	0.0	0.0	0.0	0.0005608614410114
Pantoea	genus	Bacteria	0.0	0.00042525313619	0.0045765454309303	0.0160763612230633	0.0	0.0227430814401559	0.0001302974886728	0.0312250993909076	0.095178094985307	0.0017046922135169	0.0054312639075559
Parabacteroides	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168258432303444
Paraburkholderia	genus	Bacteria	0.0628241294515087	0.2532679242445336	0.1343189294295945	0.1569413971043861	0.0310442800415774	0.0429238421004586	0.0417068593672916	0.0250484257980504	0.0162275277373999	0.0	0.3130782976535088
Parachlamydia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parageobacillus	genus	Bacteria	0.0	0.0	0.0	0.0067177939541118	0.0026559640299192	0.0	0.0036483296828386	0.00051591301129	0.0	0.0	0.0
Paramesorhizobium	genus	Bacteria	0.0035981926970371	0.0003997968065842	0.0	0.0002172347220646	0.0039839460448788	0.0076554563679456	0.0	0.0002541630276208	0.0076790490885187	0.0	0.0151011942992341
Paraprevotella	genus	Bacteria	0.0287855415762973	0.1018939867498564	2.0236833724780725	0.0528919323287846	0.6097334565828868	0.1105747452906566	0.2264570353133403	0.4158627380291253	0.0240662981743267	1.5524561913786257	0.1646128329368699
Pararhizobium	genus	Bacteria	0.0	0.0	0.0002388204390891	0.0	0.0	0.0006787416377592	0.0004810984197149	0.0	0.0	0.0	0.0
Parvimonas	genus	Bacteria	0.0	0.0943061366727394	0.7092967040947324	0.2189725998411684	0.1593578417951539	4.4119323370972	0.1688655453199591	0.1485829472515226	0.528191912562855	0.1534192000891818	0.12114607125848
Pasteurella	genus	Bacteria	0.0021322623389849	0.0	0.0032240759277033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Patulibacter	genus	Bacteria	0.0	0.0032519357473358	0.0	0.0	0.0079678920897576	0.0	0.0	0.0	0.0	0.0	0.0
Paucibacter	genus	Bacteria	0.001682217531928	0.1281312793456812	0.0387206705958528	0.0754406214542546	0.0097291667981448	0.0311106623214161	0.0227688522495214	0.0114183586140085	0.0814773414245895	0.0019177400011147	0.111977594893152
Paucisalibacillus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0006639910074798	0.0	0.0	0.0	0.0	0.0	0.0
Paulinella	genus	Eukaryota	0.0	0.0006503871494671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pectobacterium	genus	Bacteria	0.0	0.0	0.0	0.0003022396133073	0.0	0.0	0.0	0.0	0.010639837087597	0.0	0.0
Pedobacter	genus	Bacteria	0.1823084299832165	0.0808338314337767	0.0531972528071049	0.0	0.0	0.0700306720174159	0.7708800345233081	0.0123819122709602	0.0075998836339979	0.0191774000111477	0.0201910118764133
Pedosphaera	genus	Bacteria	0.0095951805254324	0.0032519357473358	0.0	0.003173515939727	0.0039839460448788	0.0	0.0062542794562947	0.0	0.0	0.0	0.0
Pelistega	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelobacter	genus	Bacteria	0.0	0.0032519357473358	0.0	0.0015867579698635	0.0	0.0	0.0	0.0	0.0030399534535991	0.0	0.0016825843230344
Pelomonas	genus	Bacteria	0.0401449055373824	0.1722038652926015	0.0828818736456709	0.1101000957771577	0.0202278009892651	0.0524687597108348	0.0422135347003899	0.0329107365616031	0.1026198316156653	0.0005900738464968	0.1668553920384859
Peptoanaerobacter	genus	Bacteria	0.0	0.0	0.0806018981925832	0.0158675796986354	0.1792775720195482	0.4091265575754297	0.0437799561940634	0.0154773903387002	0.0037999418169989	0.042190280024525	0.0
Peptoclostridium	genus	Bacteria	0.0	0.0065038714946716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
