	tax_id	taxonomy	type	name	kingdom	score	score_normalized	reads	unambiguous	reference_length	new_score	new_score_normalized	flagstat
0	1581081	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas_sp._HMSC10F06	species	Stenotrophomonas_sp._HMSC10F06	Bacteria	3.305555555555556	0.0104670562687009	20	0	4114905	5.085157152722226e-05	0.010453341204084353	65004
1	1	root	root	root	root	31622.00000001944	400.000000000003	31622	31622	0	0.0	0.0	65004
2	2	root|cellular_organisms|Bacteria	superkingdom	Bacteria	Bacteria	31580.565449351656	99.99999999999974	31584	31491	0	0.0	0.0	65004
3	1720344	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter_sp._AntiMn-1	species	Psychrobacter_sp._AntiMn-1	Bacteria	0.4	0.0012666017669688	2	0	3138120	6.153467478924374e-06	0.0012649421288976025	65004
4	1179670	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus_sp._KBS0714	species	Micrococcus_sp._KBS0714	Bacteria	1.461111111111111	0.0046266147876778	14	0	2486353	2.2477249263293198e-05	0.004620552498612075	65004
5	1581085	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_sp._HMSC11A05	species	Pseudomonas_sp._HMSC11A05	Bacteria	0.0303030303030303	9.595467931582204e-05	1	0	6322964	4.661717787063919e-07	9.582894915890927e-05	65004
6	131079	root|cellular_organisms|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Limnobacter	genus	Limnobacter	Bacteria	0.1818181818181818	0.0005757280758949322	2	0	0	2.797030672238351e-06	0.0005854347587768322	65004
7	1581073	root|cellular_organisms|Bacteria|Terrabacteria_group|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Micrococcus|Micrococcus_sp._HMSC31B01	species	Micrococcus_sp._HMSC31B01	Bacteria	1.461111111111111	0.0046266147876778	14	0	2380458	2.2477249263293198e-05	0.004620552498612075	65004
8	172043	root|cellular_organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas_nasdae	species	Brevundimonas_nasdae	Bacteria	6.411507936507936	0.0203020682032894	58	0	3407832	9.863251394541776e-05	0.02027546624662556	65004
9	1179672	root|cellular_organisms|Bacteria|FCB_group|Bacteroidetes/Chlorobi_group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium_sp._KBS0721	species	Flavobacterium_sp._KBS0721	Bacteria	0.1499051233396584	0.0004746752352492372	3	0	5859120	2.3060907534868377e-06	0.00047405326462481294	65004
10	10	root|cellular_organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio	genus	Cellvibrio	Bacteria	4.0	0.0126660176696885	4	4	0	6.153467478924374e-05	0.012879564693090312	65004
