type	name	kingdom	P1492N_rna	P1492T_rna
genus	Lampropedia	Bacteria	0.0529838892345028	0.0002725700334515
genus	Lascolabacillus	Bacteria	0.0046944998201627	0.0
genus	Lawsonella	Bacteria	0.1551226027532051	0.2799294243547049
genus	Legionella	Bacteria	0.0	0.0070868208697393
genus	Leifsonia	Bacteria	0.0093716411374902	0.0633807531435652
genus	Leisingera	Bacteria	1.0682127431400423	1.2198181760105238
genus	Lelliottia	Bacteria	0.0020844177932246	0.0049783988097576
genus	Lentzea	Bacteria	0.0714380407416076	0.0002909203969515
genus	Leptothrix	Bacteria	0.010418405431595	0.0016882820216919
genus	Leptotrichia	Bacteria	0.0163286950266531	0.0070868208697393
genus	Libanicoccus	Bacteria	0.0489860850799595	0.0318906939138271
genus	Limnohabitans	Bacteria	0.2224234536670236	0.0551423048124662
genus	Lithodesmium	Eukaryota	0.0029935940882197	0.0
genus	Loktanella	Bacteria	0.0335476983080981	0.0070258382626175
genus	Luminiphilus	Bacteria	0.0008164347513326	0.0
genus	Luteimonas	Bacteria	0.1129401406010177	0.0037044745455455
genus	Luteipulveratus	Bacteria	0.0221798107445372	0.0
genus	Lysinimicrobium	Bacteria	0.0005024213854354	0.0
genus	Lysobacter	Bacteria	0.0197305064905392	0.0058385740120011
genus	Macellibacteroides	Bacteria	0.0489860850799595	0.0
genus	Mameliella	Bacteria	0.0048402917400436	0.0055494172480884
genus	Mannheimia	Bacteria	0.0228601730373144	0.0191344163482962
genus	Marichromatium	Bacteria	0.0170090573194303	0.0
genus	Marinagarivorans	Bacteria	0.0	0.0023622736232464
genus	Marinobacter	Bacteria	0.0163286950266531	0.0
genus	Marinovum	Bacteria	0.0027992048617119	0.0017822510818243
genus	Marssonina	Fungi	0.0	0.0017717052174348
genus	Martelella	Bacteria	0.0021949217090994	0.0144796083813947
genus	Massilia	Bacteria	0.182269058235016	0.4793118374183282
genus	Massilioclostridium	Bacteria	0.0	0.0035434104348696
genus	Megasphaera	Bacteria	0.011225977830824	0.0141736417394787
genus	Melissococcus	Bacteria	0.000326573900533	0.0005349854970293
genus	Mesorhizobium	Bacteria	0.0098906711092811	0.0204589769156166
genus	Metarhizium	Fungi	0.0	0.0017717052174348
genus	Methanobrevibacter	Archaea	0.0081643475133265	0.010630231304609
genus	Methylibium	Bacteria	0.2729412481396375	0.0188022128049293
genus	Methylobacterium	Bacteria	0.1775745584148532	0.7932832825233938
genus	Methylocapsa	Bacteria	0.0	0.0017210850683652
genus	Methylocystis	Bacteria	0.0133598413854435	0.0
genus	Methylophilus	Bacteria	0.1743220732204208	0.0059915849171432
genus	Methylopila	Bacteria	0.0	0.0025985009855711
genus	Methylosinus	Bacteria	0.0200397620781652	0.0
genus	Methylotenera	Bacteria	0.0951013947193565	0.0046386463874657
genus	Methyloversatilis	Bacteria	0.1456068640436804	0.005492286174048
genus	Microbacterium	Bacteria	0.0184763654962079	0.018896604720371
genus	Microbulbifer	Bacteria	0.0081643475133265	0.0
genus	Micrococcus	Bacteria	0.006009866919532	0.0086551801892024
genus	Micromonospora	Bacteria	0.0	0.0005862045998573
genus	Microterricola	Bacteria	0.0011105541027444	0.0004429263043587
genus	Microvirga	Bacteria	0.0	0.0081771010035454
genus	Mitsuaria	Bacteria	0.0381429543619114	0.0168515778066235
genus	Mobiluncus	Bacteria	0.0	0.1629968800040054
genus	Modestobacter	Bacteria	0.0	0.0271661466673342
genus	Mogibacterium	Bacteria	0.0	0.2551255513106171
genus	Moraxella	Bacteria	0.6858051911194332	1.0878270035049926
genus	Morganella	Bacteria	0.0	0.010630231304609
genus	Morococcus	Bacteria	0.0076837456019892	0.1138751222657824
genus	Mucilaginibacter	Bacteria	0.001855533525756	0.0055373900248215
genus	Mycetocola	Bacteria	0.0001256053463588	0.0007874245410821
genus	Mycobacterium	Bacteria	0.0823636720571715	0.2827614927092985
genus	Mycoplasma	Bacteria	0.2775878154531039	0.2232348573967899
genus	Myroides	Bacteria	0.0449039113232962	0.0
genus	Neglecta	Bacteria	0.0	0.1733318271057086
genus	Neisseria	Bacteria	0.2841479404234718	3.7528819935563833
genus	Neomicrococcus	Bacteria	0.0026987704280162	0.0010124029813913
genus	Neorhizobium	Bacteria	0.0029525279679536	0.0202355558291031
genus	Nesterenkonia	Bacteria	0.0068182021197602	0.0061134466965501
genus	Niabella	Bacteria	0.0047625360494405	0.0
genus	Niameybacter	Bacteria	0.0122465212699898	0.0
genus	Nioella	Bacteria	0.3953042803315717	0.5071457064272785
genus	Nitratireductor	Bacteria	0.1997335821995629	0.2617874753991399
genus	Nitrobacter	Bacteria	0.0091503906884721	0.0328818111214538
genus	Nitrosospira	Bacteria	0.0	0.0059056840581161
genus	Nitrosovibrio	Bacteria	0.0	0.0011811368116232
genus	Nitrospira	Bacteria	0.0	0.1169325443506995
genus	Noviherbaspirillum	Bacteria	0.0018466976518238	0.0
genus	Novosphingobium	Bacteria	0.0096222667121349	0.1491347487875498
genus	Oblitimonas	Bacteria	3.58325878995671	0.0113126659068802
